,0
533,0
534,2
535,0
536,3
537,2
538,2
539,3
540,2
541,3
542,3
543,3
544,1
545,3
546,1
547,3
548,2
549,2
550,1
551,3
552,2
553,3
554,3
555,3
556,0
557,1
558,3
559,0
560,0
561,1
562,2
563,2
564,2
565,2
566,0
567,2
568,2
569,1
570,2
571,1
572,0
573,2
574,1
575,0
576,2
577,1
578,1
579,1
580,2
581,2
582,0
583,0
584,1
585,1
586,2
587,3
588,1
589,0
590,0
591,0
592,2
593,3
594,0
595,0
596,3
597,3
598,0
599,0
600,2
601,2
602,0
603,3
604,3
605,0
606,1
607,1
608,0
609,3
610,2
611,2
612,0
613,3
614,0
615,1
616,2
617,1
618,3
619,1
620,1
621,1
622,2
623,3
624,2
625,0
626,3
627,1
628,0
629,1
630,3
631,0
632,2
633,3
634,2
635,0
636,3
637,2
638,0
639,2
640,3
641,0
642,2
643,0
644,1
645,1
646,1
647,1
648,0
649,2
650,3
651,2
652,1
653,3
654,0
655,1
656,0
657,2
658,1
659,1
660,3
661,0
662,3
663,1
664,1
665,2
666,3
667,3
668,0
669,0
670,1
671,1
672,2
673,2
674,2
675,1
676,0
677,2
678,2
679,3
680,2
681,0
682,3
683,2
684,3
685,1
686,3
687,1
688,0
689,0
690,0
691,3
692,3
693,1
694,3
695,3
696,2
697,1
698,1
699,1
700,2
701,3
702,2
703,2
704,0
705,0
706,1
707,2
708,2
709,1
710,3
711,0
712,0
713,3
714,0
715,3
716,0
717,1
718,2
719,0
720,0
721,2
722,1
723,1
724,0
725,0
726,2
727,3
728,2
729,2
730,0
731,0
732,1
733,3
734,1
735,1
736,1
737,2
738,1
739,3
740,2
741,3
742,2
743,0
744,2
745,2
746,0
747,0
748,1
749,3
750,2
751,2
752,1
753,0
754,1
755,2
756,0
757,1
758,2
759,2
760,1
761,0
762,3
763,2
764,0
765,0
766,1
767,3
768,0
769,0
770,2
771,2
772,0
773,2
774,0
775,0
776,0
777,2
778,1
779,1
780,1
781,3
782,0
783,2
784,1
785,0
786,0
787,2
788,1
789,3
790,2
791,3
792,1
793,2
794,2
795,1
796,2
797,0
798,2
799,2
800,2
801,3
802,1
803,0
804,1
805,0
806,1
807,3
808,3
809,0
810,1
811,3
812,2
813,3
814,3
815,2
816,2
817,2
818,3
819,3
820,2
821,1
822,0
823,0
824,0
825,0
826,0
827,2
828,3
829,2
830,0
831,0
832,3
833,3
834,0
835,2
836,1
837,0
838,2
839,2
840,3
841,0
842,3
843,1
844,2
845,2
846,1
847,0
848,2
849,2
850,0
851,2
852,1
853,3
854,3
855,3
856,1
857,2
858,1
859,1
860,0
861,3
862,3
863,0
864,1
865,0
866,1
867,0
868,3
869,0
870,2
871,0
872,3
873,2
874,0
875,2
876,3
877,2
878,1
879,2
880,1
881,1
882,2
883,2
884,0
885,2
886,1
887,2
888,2
889,1
890,2
891,0
892,0
893,3
894,2
895,3
896,2
897,0
898,1
899,2
900,2
901,3
902,1
903,1
904,0
905,1
906,2
907,0
908,0
909,1
910,3
911,0
912,0
913,1
914,2
915,2
916,1
917,1
918,2
919,3
920,1
921,3
922,0
923,3
924,1
925,3
926,2
927,3
928,0
929,1
930,0
931,2
932,3
933,0
934,0
935,3
936,2
937,3
938,2
939,1
940,1
941,0
942,3
943,2
944,1
945,2
946,3
947,3
948,3
949,0
950,3
951,3
952,3
953,0
954,3
955,1
956,3
957,1
958,2
959,1
960,3
961,2
962,3
963,1
964,2
965,1
966,0
967,1
968,0
969,1
970,0
971,1
972,1
973,2
974,3
975,0
976,1
977,3
978,1
979,0
980,1
981,2
982,2
983,0
984,1
985,3
986,1
987,0
988,1
989,2
990,3
991,3
992,0
993,1
994,2
995,0
996,0
997,3
998,0
999,1
1000,0
1001,3
1002,0
1003,1
1004,3
1005,1
1006,1
1007,2
1008,2
1009,0
1010,2
1011,1
1012,0
1013,3
1014,1
1015,3
1016,1
1017,3
1018,3
1019,1
1020,0
1021,0
1022,1
1023,2
1024,2
1025,1
1026,3
1027,3
1028,2
1029,0
1030,2
1031,1
1032,3
1033,2
1034,1
1035,3
1036,1
1037,3
1038,0
1039,1
1040,3
1041,3
1042,1
1043,0
1044,3
1045,1
1046,0
1047,1
1048,3
1049,0
1050,1
1051,3
1052,0
1053,1
1054,0
1055,0
1056,3
1057,0
1058,1
1059,2
1060,3
1061,0
1062,2
1063,1
1064,0
1065,0
1066,1
1067,1
1068,2
1069,3
1070,3
1071,1
1072,3
1073,1
1074,1
1075,3
1076,1
1077,0
1078,3
1079,1
1080,0
1081,3
1082,2
1083,0
1084,0
1085,3
1086,1
1087,2
1088,1
1089,0
1090,1
1091,2
1092,0
1093,3
1094,0
1095,1
1096,2
1097,3
1098,3
1099,2
1100,1
1101,1
1102,0
1103,0
1104,0
1105,0
1106,3
1107,3
1108,2
1109,2
1110,2
1111,0
1112,2
1113,3
1114,1
1115,1
1116,0
1117,3
1118,1
1119,3
1120,2
1121,1
1122,1
1123,3
1124,2
1125,3
1126,0
1127,2
1128,0
1129,3
1130,1
1131,0
1132,3
1133,3
1134,0
1135,2
1136,0
1137,3
1138,1
1139,0
1140,1
1141,0
1142,3
1143,0
1144,0
1145,1
1146,2
1147,0
1148,3
1149,3
1150,2
1151,0
1152,0
1153,3
1154,2
1155,0
1156,2
1157,0
1158,2
1159,2
1160,0
1161,1
1162,2
1163,0
1164,1
1165,3
1166,3
1167,0
1168,1
1169,1
1170,1
1171,2
1172,3
1173,1
1174,1
1175,3
1176,2
1177,0
1178,2
1179,2
1180,3
1181,1
1182,3
1183,3
1184,1
1185,0
1186,0
1187,1
1188,0
1189,1
1190,2
1191,2
1192,3
1193,0
1194,3
1195,2
1196,3
1197,1
1198,0
1199,3
1200,2
1201,3
1202,3
1203,1
1204,2
1205,0
1206,0
1207,1
1208,2
1209,3
1210,3
1211,3
1212,1
1213,1
1214,1
1215,0
1216,2
1217,3
1218,1
1219,1
1220,3
1221,0
1222,0
1223,1
1224,1
1225,3
1226,2
1227,3
1228,0
1229,3
1230,3
1231,1
1232,1
1233,3
1234,0
1235,3
1236,2
1237,3
1238,1
1239,3
1240,2
1241,2
1242,2
1243,3
1244,0
1245,0
1246,3
1247,1
1248,3
1249,3
1250,3
1251,1
1252,3
1253,2
1254,1
1255,3
1256,2
1257,2
1258,3
1259,0
1260,1
1261,3
1262,1
1263,0
1264,1
1265,2
1266,1
1267,0
1268,0
1269,1
1270,1
1271,1
1272,2
1273,2
1274,2
1275,3
1276,2
1277,2
1278,0
1279,2
1280,2
1281,0
1282,2
1283,0
1284,0
1285,1
1286,3
1287,0
1288,1
1289,1
1290,1
1291,0
1292,1
1293,2
1294,1
1295,3
1296,2
1297,0
1298,1
1299,2
1300,0
1301,1
1302,0
1303,1
1304,0
1305,3
1306,2
1307,3
1308,1
1309,0
1310,1
1311,0
1312,3
1313,1
1314,0
1315,1
1316,1
1317,2
1318,3
1319,0
1320,2
1321,2
1322,0
1323,2
1324,3
1325,3
1326,3
1327,2
1328,0
1329,1
1330,0
1331,1
1332,1
1333,1
1334,2
1335,0
1336,0
1337,0
1338,0
1339,2
1340,2
1341,3
1342,2
1343,3
1344,1
1345,0
1346,3
1347,2
1348,3
1349,1
1350,2
1351,3
1352,3
1353,1
1354,0
1355,2
1356,0
1357,0
1358,2
1359,3
1360,0
1361,3
1362,2
1363,0
1364,2
1365,2
1366,3
1367,3
1368,1
1369,1
1370,2
1371,2
1372,0
1373,3
1374,3
1375,1
1376,3
1377,2
1378,3
1379,0
1380,3
1381,3
1382,1
1383,0
1384,1
1385,3
1386,3
1387,0
1388,1
1389,1
1390,3
1391,1
1392,0
1393,0
1394,0
1395,3
1396,0
1397,3
1398,3
1399,0
1400,3
1401,0
1402,3
1403,2
1404,0
1405,0
1406,0
1407,1
1408,3
1409,3
1410,3
1411,2
1412,3
1413,1
1414,3
1415,1
1416,0
1417,0
1418,2
1419,2
1420,3
1421,2
1422,1
1423,1
1424,1
1425,1
1426,0
1427,2
1428,1
1429,2
1430,1
1431,1
1432,0
1433,3
1434,3
1435,3
1436,1
1437,1
1438,0
1439,1
1440,0
1441,2
1442,2
1443,3
1444,1
1445,1
1446,0
1447,0
1448,3
1449,0
1450,1
1451,3
1452,2
1453,3
1454,2
1455,3
1456,3
1457,3
1458,3
1459,0
1460,2
1461,3
1462,2
1463,3
1464,1
1465,2
1466,2
1467,0
1468,2
1469,2
1470,1
1471,3
1472,0
1473,3
1474,3
1475,3
1476,2
1477,1
1478,1
1479,0
1480,3
1481,0
1482,2
1483,0
1484,1
1485,1
1486,1
1487,2
1488,3
1489,3
1490,1
1491,0
1492,2
1493,0
1494,3
1495,0
1496,1
1497,0
1498,2
1499,2
1500,2
1501,3
1502,3
1503,1
1504,3
1505,2
1506,1
1507,2
1508,0
1509,3
1510,0
1511,0
1512,0
1513,3
1514,1
1515,2
1516,0
1517,1
1518,1
1519,2
1520,0
1521,2
1522,1
1523,3
1524,3
1525,1
1526,2
1527,2
1528,3
1529,2
1530,0
1531,0
1532,1
1533,0
1534,1
1535,3
1536,0
1537,0
1538,1
1539,1
1540,0
1541,0
1542,1
1543,1
1544,3
1545,1
1546,1
1547,3
1548,0
1549,2
1550,3
1551,2
1552,1
1553,1
1554,2
1555,2
1556,1
1557,3
1558,0
1559,0
1560,0
1561,2
1562,2
1563,0
1564,1
1565,2
1566,2
1567,2
1568,0
1569,3
1570,1
1571,3
1572,3
1573,2
1574,1
1575,1
1576,0
1577,3
1578,2
1579,2
1580,3
1581,1
1582,2
1583,1
1584,3
1585,3
1586,0
1587,0
1588,2
1589,2
1590,2
1591,3
1592,1
1593,3
1594,3
1595,0
1596,1
1597,1
1598,1
1599,2
1600,3
1601,1
1602,0
1603,0
1604,0
1605,1
1606,2
1607,3
1608,3
1609,1
1610,0
1611,1
1612,2
1613,0
1614,0
1615,0
1616,1
1617,1
1618,0
1619,2
1620,2
1621,3
1622,1
1623,2
1624,1
1625,1
1626,1
1627,3
1628,1
1629,3
1630,2
1631,3
1632,0
1633,2
1634,3
1635,1
1636,0
1637,0
1638,3
1639,2
1640,3
1641,1
1642,0
1643,2
1644,3
1645,2
1646,1
1647,1
1648,0
1649,0
1650,2
1651,3
1652,0
1653,1
1654,1
1655,0
1656,0
1657,3
1658,2
1659,1
1660,2
1661,3
1662,3
1663,2
1664,2
1665,1
1666,0
1667,2
1668,2
1669,3
1670,0
1671,1
1672,1
1673,2
1674,3
1675,1
1676,2
1677,0
1678,2
1679,1
1680,2
1681,2
1682,3
1683,3
1684,1
1685,1
1686,2
1687,0
1688,1
1689,3
1690,2
1691,3
1692,2
1693,2
1694,3
1695,1
1696,1
1697,2
1698,2
1699,1
1700,0
1701,3
1702,1
1703,0
1704,0
1705,3
1706,0
1707,1
1708,2
1709,1
1710,2
1711,2
1712,2
1713,0
1714,1
1715,0
1716,1
1717,2
1718,3
1719,0
1720,3
1721,0
1722,0
1723,1
1724,0
1725,0
1726,2
1727,0
1728,0
1729,2
1730,2
1731,0
1732,2
1733,0
1734,1
1735,0
1736,0
1737,2
1738,0
1739,1
1740,3
1741,1
1742,1
1743,0
1744,2
1745,3
1746,2
1747,2
1748,2
1749,0
1750,3
1751,1
1752,2
1753,2
1754,2
1755,2
1756,2
1757,2
1758,1
1759,3
1760,1
1761,1
1762,3
1763,3
1764,0
1765,3
1766,0
1767,2
1768,2
1769,1
1770,3
1771,0
1772,0
1773,1
1774,3
1775,1
1776,0
1777,3
1778,1
1779,0
1780,2
1781,1
1782,3
1783,0
1784,3
1785,2
1786,2
1787,1
1788,3
1789,1
1790,2
1791,1
1792,0
1793,3
1794,1
1795,2
1796,0
1797,2
1798,0
1799,0
1800,2
1801,1
1802,0
1803,0
1804,1
1805,0
1806,3
1807,3
1808,0
1809,3
1810,0
1811,3
1812,1
1813,1
1814,0
1815,3
1816,1
1817,3
1818,2
1819,2
1820,1
1821,3
1822,0
1823,1
1824,2
1825,2
1826,1
1827,0
1828,2
1829,0
1830,1
1831,2
1832,2
1833,0
1834,0
1835,3
1836,3
1837,0
1838,1
1839,1
1840,0
1841,0
1842,2
1843,2
1844,0
1845,3
1846,1
1847,1
1848,0
1849,2
1850,0
1851,0
1852,0
1853,2
1854,3
1855,0
1856,2
1857,1
1858,3
1859,0
1860,3
1861,1
1862,0
1863,0
1864,2
1865,2
1866,1
1867,3
1868,3
1869,3
1870,1
1871,1
1872,3
1873,0
1874,0
1875,3
1876,1
1877,2
1878,0
1879,1
1880,3
1881,1
1882,0
1883,2
1884,3
1885,1
1886,1
1887,2
1888,2
1889,1
1890,1
1891,3
1892,2
1893,1
1894,0
1895,2
1896,2
1897,0
1898,3
1899,3
1900,2
1901,2
1902,2
1903,1
1904,0
1905,1
1906,2
1907,2
1908,3
1909,2
1910,1
1911,3
1912,2
1913,2
1914,1
1915,3
1916,0
1917,2
1918,1
1919,1
1920,2
1921,2
1922,0
1923,3
1924,2
1925,0
1926,3
1927,3
1928,1
1929,2
1930,0
1931,3
1932,1
1933,2
1934,0
1935,3
1936,3
1937,2
1938,0
1939,0
1940,3
1941,2
1942,0
1943,0
1944,0
1945,3
1946,3
1947,0
1948,3
1949,3
1950,3
1951,0
1952,0
1953,1
1954,2
1955,1
1956,3
1957,2
1958,2
1959,0
1960,3
1961,2
1962,0
1963,3
1964,0
1965,1
1966,0
1967,2
1968,3
1969,3
1970,2
1971,1
1972,0
1973,3
1974,2
1975,2
1976,2
1977,2
1978,2
1979,3
1980,0
1981,1
1982,1
1983,1
1984,1
1985,2
1986,2
1987,1
1988,0
1989,0
1990,3
1991,1
1992,1
1993,1
1994,1
1995,2
1996,0
1997,0
1998,0
1999,3
